"rule_id","bucket","authority","standard","standard_versions","severity","executability","pattern","status","core_id","cg_ids","tig_ids","fb_ids","p21_id_equivalent","p21_primitive","overlap_type","message","check_tree_preview","converted_at","notes"
"CG0155","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Value length = 4 characters beginning with 'AP' and ending with 2 character SDTM domain",NA,NA,NA
"CG0156","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"APID in POOLDEF.POOLID",NA,NA,NA
"CG0157","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"RSUBJID in DM.USUBJID",NA,NA,NA
"CG0158","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"RSUBJID in POOLDEF.POOLID",NA,NA,NA
"CG0159","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"RSUBJID = null",NA,NA,NA
"CG0160","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Describes relationship of associated person to study subject or pool",NA,NA,NA
"CG0161","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Describes relationship of associated person to device identified in RDEVID",NA,NA,NA
"CG0162","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Describes relationship of associated person to study identified in STUDYID",NA,NA,NA
"CG0163","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IDVAR ^= null",NA,NA,NA
"CG0164","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IDVAR = null",NA,NA,NA
"CG0166","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"RDOMAIN ^= null",NA,NA,NA
"CG0167","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Comments are unsolicited, free-text and voluntary",NA,NA,NA
"CG0168","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"CODTC = null",NA,NA,NA
"CG0169","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"COVALn not present in dataset",NA,NA,NA
"CG0171","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SSDTC >= DM.DTHDTC",NA,NA,NA
"CG0172","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SSDTC >= all DS.DSSTDTC",NA,NA,NA
"CG0173","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"The name of the variable is used as the value of FATESTCD.",NA,NA,NA
"CG0174","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"FAOBJ in (--TERM, --TRT, --DECOD)",NA,NA,NA
"CG0175","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IEORRES = 'Y'",NA,NA,NA
"CG0176","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IEORRES = 'N'",NA,NA,NA
"CG0177","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IESTRESC = IEORRES",NA,NA,NA
"CG0178","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IETEST in TI.IETEST",NA,NA,NA
"CG0179","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IETESTCD in TI.IETESTCD",NA,NA,NA
"CG0180","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBORNRLO = null",NA,NA,NA
"CG0181","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBORNRHI = null",NA,NA,NA
"CG0182","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBSTNRLO = null",NA,NA,NA
"CG0183","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBSTNRHI = null",NA,NA,NA
"CG0184","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"LBSTNRC = null",NA,NA,NA
"CG0185","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBTOXGR is a numeric value",NA,NA,NA
"CG0186","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBORNRLO is expressed using the units in LBORRESU",NA,NA,NA
"CG0187","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBORNRHI is expressed using the units in LBORRESU",NA,NA,NA
"CG0188","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBSTNRLO  is expressed using the units in LBSTRESU",NA,NA,NA
"CG0189","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBSTNRHI is expressed using the units in LBSTRESU",NA,NA,NA
"CG0190","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"LBSTNRC  is expressed using the units in LBSTRESU",NA,NA,NA
"CG0191","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"MB dataset present in study",NA,NA,NA
"CG0192","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"MBTESTCD = 'ORGANISM'",NA,NA,NA
"CG0193","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"MBRESCAT ^= null",NA,NA,NA
"CG0196","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"PEORRES = 'NORMAL'",NA,NA,NA
"CG0197","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"PESTRESC = PEORRES OR a dictionary coded preferred term",NA,NA,NA
"CG0198","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"Relationships represented in RELREC are collected relationships",NA,NA,NA
"CG0200","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Within a subject each unique RELID is present on multiple RELREC records",NA,NA,NA
"CG0201","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IDVAR ^= --SEQ",NA,NA,NA
"CG0202","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"QEVAL ^= null",NA,NA,NA
"CG0203","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IDVAR ^= null",NA,NA,NA
"CG0204","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IDVARVAL ^= null",NA,NA,NA
"CG0205","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Suppqual dataset names <= 8 characters",NA,NA,NA
"CG0206","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TAETORD = null",NA,NA,NA
"CG0207","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SEENDTC = SESTDTC of next ELEMENT",NA,NA,NA
"CG0208","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SESTDTC ^= null",NA,NA,NA
"CG0209","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"SEENDTC ^= null",NA,NA,NA
"CG0210","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ETCD ^= 'UNPLAN'",NA,NA,NA
"CG0211","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ETCD = 'UNPLAN'",NA,NA,NA
"CG0213","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"VISITNUM in TV.VISITNUM",NA,NA,NA
"CG0214","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"VISITNUM not in TV.VISITNUM",NA,NA,NA
"CG0215","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"VISIT in TV.VISIT",NA,NA,NA
"CG0216","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"VISITDY = null",NA,NA,NA
"CG0217","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TAETORD = SE.TAETORD",NA,NA,NA
"CG0218","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"EPOCH = SE.EPOCH",NA,NA,NA
"CG0219","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"At least one timing variable present in dataset",NA,NA,NA
"CG0220","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--STDY is properly calculated per study day algorithm",NA,NA,NA
"CG0221","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--STDY = null",NA,NA,NA
"CG0222","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ENDY is properly calculated per study day algorithm",NA,NA,NA
"CG0223","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ENDY = null",NA,NA,NA
"CG0225","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"VISITDY = null",NA,NA,NA
"CG0226","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--STRF = null",NA,NA,NA
"CG0227","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ENRF = null",NA,NA,NA
"CG0232","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--STRTPT in ('BEFORE', 'COINCIDENT', 'UNKNOWN')",NA,NA,NA
"CG0233","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--STRTPT in ('BEFORE', 'COINCIDENT', 'AFTER', 'UNKNOWN')",NA,NA,NA
"CG0234","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ENRTPT in ('BEFORE', 'COINCIDENT', 'ONGOING', 'UNKNOWN')",NA,NA,NA
"CG0235","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ENRTPT in ('BEFORE', 'COINCIDENT', 'ONGOING', 'AFTER', 'UNKNOWN')",NA,NA,NA
"CG0236","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"--DTC is date/time of specimen collection or observation, not date/time of recording/acquisition",NA,NA,NA
"CG0237","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"--DTC is date/time of recording/data acquisition",NA,NA,NA
"CG0238","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ORRES in ISO 8601 date format",NA,NA,NA
"CG0240","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--TPT and --TPTNUM have a one-to-one relationship",NA,NA,NA
"CG0241","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"--ELTM is the same value across records with the same values of DOMAIN, VISITNUM, --TPTREF, and --TPTNUM",NA,NA,NA
"CG0244","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ARM not in ('Screen Failure', 'Not Assigned', 'Unplanned Treatment', 'Not Treated')",NA,NA,NA
"CG0246","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ETCD value length <= 8",NA,NA,NA
"CG0247","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TAETORD is unique within an ARM",NA,NA,NA
"CG0248","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TAETORD is an integer",NA,NA,NA
"CG0249","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"TATRANS = null",NA,NA,NA
"CG0250","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Each value of EPOCH is not associated with more than one conceptual trial period",NA,NA,NA
"CG0251","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TABRANCH ^= null",NA,NA,NA
"CG0252","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TATRANS ^= null",NA,NA,NA
"CG0253","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TIVERS ^= null",NA,NA,NA
"CG0254","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"TIVERS present in dataset",NA,NA,NA
"CG0255","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IETESTCD unique within TIVERS",NA,NA,NA
"CG0256","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"IETESTCD unique in dataset",NA,NA,NA
"CG0257","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSPARMCD value length <= 8",NA,NA,NA
"CG0258","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSPARM value length <= 40",NA,NA,NA
"CG0259","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVALNF ^= null",NA,NA,NA
"CG0260","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVALNF = null",NA,NA,NA
"CG0261","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0262","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVALn ^= null",NA,NA,NA
"CG0265","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVALCD and TSVAL have a one-to-one relationship.",NA,NA,NA
"CG0266","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVCDREF ^= null",NA,NA,NA
"CG0267","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVCDVER ^= null",NA,NA,NA
"CG0268","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSSEQ is unique for each distinct value of TSPARMCD",NA,NA,NA
"CG0269","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL in ('N','Y')",NA,NA,NA
"CG0270","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL conforms to ISO 8601",NA,NA,NA
"CG0271","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL in ('N','Y')",NA,NA,NA
"CG0272","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL = null or 'HEALTHY SUBJECTS'",NA,NA,NA
"CG0273","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0275","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0276","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0277","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0278","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0279","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL ^= null",NA,NA,NA
"CG0280","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL > 0 and TSVAL <= 1",NA,NA,NA
"CG0281","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSPARMCD = RANDQT record is present",NA,NA,NA
"CG0282","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL in ('N','Y')",NA,NA,NA
"CG0283","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL conforms to ISO 8601 date",NA,NA,NA
"CG0284","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL is integer and > 0",NA,NA,NA
"CG0285","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL conforms to ISO 8601 date",NA,NA,NA
"CG0286","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL conforms to ISO 8601 date",NA,NA,NA
"CG0287","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3","High","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"A set of records exist with at least one record with TSPARMCD equal to each of the required values in the list of Trial Summary Codes in Appendix C1",NA,NA,NA
"CG0288","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVALCD = valid code in the version identified in TSVCDVER",NA,NA,NA
"CG0289","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVCDVER = valid published version (date)",NA,NA,NA
"CG0291","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Low","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TSVAL not populated with values or synonyms of values in the ISO 21090 null flavor codelist (or other terms that can be represented as null flavors)",NA,NA,NA
"CG0293","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ARMCD in TA.ARMCD",NA,NA,NA
"CG0294","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ARM in TA.ARM",NA,NA,NA
"CG0295","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"ARMCD = null",NA,NA,NA
"CG0296","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"ARM = null",NA,NA,NA
"CG0297","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"ARMCD value length <= 20",NA,NA,NA
"CG0298","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","narrative",NA,"narrative",NA,NA,NA,NA,NA,NA,NA,"VISIT is described in protocol",NA,NA,NA
"CG0299","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRLOC not present in dataset",NA,NA,NA
"CG0300","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRLAT not present in dataset",NA,NA,NA
"CG0301","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRDIR not present in dataset",NA,NA,NA
"CG0302","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"TRPORTOT not present in dataset",NA,NA,NA
"CG0303","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"Variable Label = IG Label",NA,NA,NA
"CG0304","sdtm-ig-v2.0","CDISC","SDTM-IG","3.2;3.3;3.4","Medium","predicate",NA,"predicate",NA,NA,NA,NA,NA,NA,NA,"AEREASND not present in dataset",NA,NA,NA
